bloque,id_registro,etiqueta_llm,confianza_llm,justificacion_llm,modelo
test,4285,positivo,0.9,"Elogio general, pequeño detalle explicado",openai/gpt-oss-120b
test,4178,neutral,0.85,"Elogio al vendedor, críticas a precio y estacionamiento",openai/gpt-oss-120b
test,3430,positivo,0.9,"Buena atención, envío sin problemas",openai/gpt-oss-120b
test,1896,neutral,0.78,"Mezcla elogio y queja sobre sello, sin dominio claro.",openai/gpt-oss-120b
test,13,muy positivo,0.96,"Elogio entusiasta, recomienda fuertemente.",openai/gpt-oss-120b
test,2563,positivo,0.88,"Destaca tranquilidad y buenas ofertas, tono positivo.",openai/gpt-oss-120b
test,4754,positivo,0.85,"Breve elogio, indica satisfacción.",openai/gpt-oss-120b
test,324,positivo,0.86,"Elogio a atención y seguridad, tono positivo.",openai/gpt-oss-120b
test,4532,positivo,0.84,Menciona tamaño pequeño pero recuerdos y agrado predominan.,openai/gpt-oss-120b
test,1734,positivo,0.85,"Variedad y buena atención, sugiere mejora; sentimiento positivo.",openai/gpt-oss-120b
test,4172,positivo,0.8,"Calidad muy buena, elogio sin reservas.",openai/gpt-oss-120b
test,2413,negativo,0.92,Queja por larga espera y servicio telefónico deficiente.,openai/gpt-oss-120b
test,1344,muy positivo,0.95,"Elogio amplio, pet friendly, stock, tono entusiasta.",openai/gpt-oss-120b
test,4483,muy positivo,0.9,"Lugar amplio, calidad, personal atento, recomendación fuerte.",openai/gpt-oss-120b
test,854,positivo,0.8,"Elogio a rapidez, tono positivo.",openai/gpt-oss-120b
test,1114,positivo,0.8,"Elogio a protocolo y rapidez, tono positivo.",openai/gpt-oss-120b
test,4666,muy negativo,0.87,"Personal de café con mal carácter, queja fuerte.",openai/gpt-oss-120b
test,1390,positivo,0.82,"Describe variedad y precios competitivos, tono positivo.",openai/gpt-oss-120b
test,3941,positivo,0.86,"Buena atención y facilidades, tono positivo.",openai/gpt-oss-120b
test,592,positivo,0.9,"Afluencia pero atención rápida y amable, positivo.",openai/gpt-oss-120b
test,464,positivo,0.84,"Centro amplio, buen stock y pagos, tono positivo.",openai/gpt-oss-120b
test,795,positivo,0.8,"Elogio a instalaciones, tono positivo.",openai/gpt-oss-120b
test,574,muy negativo,0.96,"Mala atención, largas esperas, críticas severas.",openai/gpt-oss-120b
